300MHz Spectrometer, CHL-D
Frequency (Hz),Intensity
3114.86373888,112.3
3114.57142003,227.0
3114.27910118,346.5
3113.98678234,8.8
3113.69446349,-303.8
3113.40214464,38.5
3113.10982579,-36.1
3112.81750694,-29.8
3112.5251881,134.8
3112.23286925,211.0
3111.9405504,186.9
3111.64823155,-27.6
3111.3559127,-13.8
3111.06359386,107.4
3110.77127501,39.4
3110.47895616,-257.9
3110.18663731,142.4
3109.89431846,82.4
3109.60199962,-134.9
3109.30968077,-262.9
3109.01736192,-32.8
3108.72504307,106.8
3108.43272422,60.3
3108.14040538,77.9
3107.84808653,-35.9
3107.55576768,-260.4
3107.26344883,-233.6
3106.97112998,79.5
3106.67881114,-413.0
3106.38649229,-501.9
3106.09417344,-217.9
3105.80185459,-175.0
3105.50953574,-91.3
3105.2172169,254.9
3104.92489805,-95.5
3104.6325792,-214.0
3104.34026035,-114.6
3104.0479415,-78.1
3103.75562266,-475.0
3103.46330381,-166.1
3103.17098496,128.6
3102.87866611,115.6
3102.58634726,-99.8
3102.29402842,-260.9
3102.00170957,15.8
3101.70939072,145.9
3101.41707187,268.5
3101.12475302,199.1
3100.83243418,-20.4
3100.54011533,-219.4
3100.24779648,94.6
3099.95547763,263.9
3099.66315878,239.9
3099.37083994,179.3
3099.07852109,303.6
3098.78620224,118.0
3098.49388339,-33.9
3098.20156454,-105.9
3097.9092457,33.9
3097.61692685,-286.8
3097.324608,175.1
3097.03228915,127.1
3096.7399703,-334.1
3096.44765146,-75.5
3096.15533261,46.1
3095.86301376,65.9
3095.57069491,14.0
3095.27837606,148.0
3094.98605722,20.4
3094.69373837,-217.4
3094.40141952,59.1
3094.10910067,138.6
3093.81678182,-194.8
3093.52446298,-105.0
3093.23214413,120.3
3092.93982528,75.8
3092.64750643,13.1
3092.35518758,-114.3
3092.06286874,-1.0
3091.77054989,86.6
3091.47823104,68.0
3091.18591219,115.8
3090.89359334,219.9
3090.6012745,-82.9
3090.30895565,-167.8
3090.0166368,112.6
3089.72431795,-48.8
3089.4319991,-359.5
3089.13968026,55.9
3088.84736141,-95.8
3088.55504256,79.9
3088.26272371,178.9
3087.97040486,-138.5
3087.67808602,-12.4
3087.38576717,205.6
3087.09344832,97.1
3086.80112947,87.1
3086.50881062,46.5
3086.21649178,72.9
3085.92417293,158.1
3085.63185408,-127.4
3085.33953523,120.1
3085.04721638,-215.0
3084.75489754,-195.6
3084.46257869,-118.0
3084.17025984,-82.1
3083.87794099,-161.3
3083.58562214,-115.1
3083.2933033,-47.1
3083.00098445,398.1
3082.7086656,209.9
3082.41634675,-106.6
3082.1240279,1.4
3081.83170906,-38.8
3081.53939021,-98.8
3081.24707136,-332.1
3080.95475251,-371.6
3080.66243366,-250.3
3080.37011482,35.6
3080.07779597,-173.6
3079.78547712,-7.1
3079.49315827,-494.3
3079.20083942,-248.6
3078.90852058,-251.9
3078.61620173,-471.1
3078.32388288,-352.0
3078.03156403,-402.0
3077.73924518,-39.4
3077.44692634,-252.5
3077.15460749,-160.3
3076.86228864,-312.5
3076.56996979,-201.1
3076.27765094,-467.9
3075.9853321,-18.8
3075.69301325,-402.3
3075.4006944,-254.1
3075.10837555,-388.4
3074.8160567,-450.9
3074.52373786,-247.4
3074.23141901,-476.8
3073.93910016,-617.6
3073.64678131,-480.5
3073.35446246,-169.8
3073.06214362,231.1
3072.76982477,-61.8
3072.47750592,-177.5
3072.18518707,-257.8
3071.89286822,23.4
3071.60054938,-33.5
3071.30823053,134.8
3071.01591168,118.9
3070.72359283,-173.0
3070.43127398,-209.9
3070.13895514,13.5
3069.84663629,71.5
3069.55431744,-217.6
3069.26199859,-133.0
3068.96967974,-254.6
3068.6773609,-159.8
3068.38504205,-270.8
3068.0927232,-113.4
3067.80040435,89.6
3067.5080855,-172.3
3067.21576666,-111.9
3066.92344781,-166.4
3066.63112896,74.5
3066.33881011,129.5
3066.04649126,-128.4
3065.75417242,-341.0
3065.46185357,-167.5
3065.16953472,79.3
3064.87721587,-57.9
3064.58489702,50.1
3064.29257818,-23.6
3064.00025933,-278.0
3063.70794048,-295.9
3063.41562163,-209.8
3063.12330278,-126.5
3062.83098394,72.6
3062.53866509,-93.4
3062.24634624,-165.1
3061.95402739,-208.6
3061.66170854,-306.9
3061.3693897,-63.6
3061.07707085,-254.6
3060.784752,95.6
3060.49243315,-176.1
3060.2001143,-428.5
3059.90779546,-323.5
3059.61547661,-118.1
3059.32315776,-26.1
3059.03083891,-356.0
3058.73852006,-39.4
3058.44620122,25.1
3058.15388237,170.6
3057.86156352,71.1
3057.56924467,-49.3
3057.27692582,91.8
3056.98460698,129.0
3056.69228813,-113.9
3056.39996928,288.6
3056.10765043,290.5
3055.81533158,110.0
3055.52301274,-95.4
3055.23069389,-249.4
3054.93837504,-203.3
3054.64605619,-66.0
3054.35373734,-22.1
3054.0614185,279.8
3053.76909965,165.1
3053.4767808,-217.1
3053.18446195,-258.3
3052.8921431,-229.1
3052.59982426,-136.9
3052.30750541,-41.8
3052.01518656,-259.0
3051.72286771,-113.9
3051.43054886,-189.3
3051.13823002,-469.8
3050.84591117,-430.9
3050.55359232,43.0
3050.26127347,29.1
3049.96895462,-139.4
3049.67663578,-162.0
3049.38431693,100.0
3049.09199808,-252.0
3048.79967923,-198.9
3048.50736038,-147.5
3048.21504154,-315.1
3047.92272269,31.1
3047.63040384,-5.3
3047.33808499,-251.6
3047.04576614,-213.4
3046.7534473,-18.1
3046.46112845,-56.3
3046.1688096,-174.4
3045.87649075,-301.9
3045.5841719,27.6
3045.29185306,-237.5
3044.99953421,53.9
3044.70721536,-485.5
3044.41489651,-363.5
3044.12257766,-109.5
3043.83025882,-358.8
3043.53793997,-302.3
3043.24562112,35.5
3042.95330227,-133.0
3042.66098342,110.1
3042.36866458,-10.9
3042.07634573,-82.1
3041.78402688,12.5
3041.49170803,131.6
3041.19938918,131.8
3040.90707034,583.5
3040.61475149,200.5
3040.32243264,-117.5
3040.03011379,-185.1
3039.73779494,-447.6
3039.4454761,-211.4
3039.15315725,109.1
3038.8608384,-134.0
3038.56851955,28.6
3038.2762007,297.6
3037.98388186,201.4
3037.69156301,-336.3
3037.39924416,-40.4
3037.10692531,-231.5
3036.81460646,-352.3
3036.52228762,-137.1
3036.22996877,-141.1
3035.93764992,-368.3
3035.64533107,-424.9
3035.35301222,-437.8
3035.06069338,-95.4
3034.76837453,14.8
3034.47605568,-44.8
3034.18373683,63.1
3033.89141798,40.5
3033.59909914,104.9
3033.30678029,-14.8
3033.01446144,-601.4
3032.72214259,-400.9
3032.42982374,-279.1
3032.1375049,124.1
3031.84518605,6.5
3031.5528672,-64.5
3031.26054835,-198.6
3030.9682295,118.3
3030.67591066,-230.3
3030.38359181,-12.8
3030.09127296,-79.6
3029.79895411,-203.0
3029.50663526,-507.3
3029.21431642,66.8
3028.92199757,117.3
3028.62967872,165.8
3028.33735987,154.3
3028.04504102,246.9
3027.75272218,-101.0
3027.46040333,-329.0
3027.16808448,-447.4
3026.87576563,-359.8
3026.58344678,-340.6
3026.29112794,-88.3
3025.99880909,275.8
3025.70649024,-251.3
3025.41417139,-682.6
3025.12185254,-558.4
3024.8295337,-353.4
3024.53721485,71.1
3024.244896,140.1
3023.95257715,-77.6
3023.6602583,57.0
3023.36793946,172.0
3023.07562061,-59.1
3022.78330176,157.1
3022.49098291,272.8
3022.19866406,-179.0
3021.90634522,129.5
3021.61402637,205.3
3021.32170752,117.4
3021.02938867,116.4
3020.73706982,-34.6
3020.44475098,33.5
3020.15243213,-137.6
3019.86011328,101.6
3019.56779443,153.0
3019.27547558,180.1
3018.98315674,207.8
3018.69083789,126.1
3018.39851904,-41.8
3018.10620019,2.0
3017.81388134,-92.8
3017.5215625,-175.0
3017.22924365,-192.0
3016.9369248,-174.6
3016.64460595,-368.0
3016.3522871,-314.6
3016.05996826,-316.3
3015.76764941,-249.9
3015.47533056,134.6
3015.18301171,316.3
3014.89069286,124.8
3014.59837402,296.3
3014.30605517,-6.0
3014.01373632,-154.8
3013.72141747,-393.8
3013.42909862,-212.0
3013.13677978,117.5
3012.84446093,217.5
3012.55214208,525.6
3012.25982323,265.6
3011.96750438,352.4
3011.67518554,-2.5
3011.38286669,-102.4
3011.09054784,28.8
3010.79822899,-162.6
3010.50591014,53.8
3010.2135913,70.8
3009.92127245,149.0
3009.6289536,329.3
3009.33663475,365.3
3009.0443159,-31.8
3008.75199706,-347.4
3008.45967821,-589.3
3008.16735936,-485.8
3007.87504051,-527.5
3007.58272166,-599.6
3007.29040282,-412.9
3006.99808397,-262.5
3006.70576512,-14.8
3006.41344627,57.1
3006.12112742,290.4
3005.82880858,53.8
3005.53648973,-341.4
3005.24417088,-252.0
3004.95185203,-251.3
3004.65953318,-606.5
3004.36721434,-442.8
3004.07489549,-159.3
3003.78257664,-36.4
3003.49025779,-257.5
3003.19793894,-40.1
3002.9056201,-229.8
3002.61330125,68.5
3002.3209824,294.8
3002.02866355,179.1
3001.7363447,-353.0
3001.44402586,26.5
3001.15170701,313.6
3000.85938816,422.9
3000.56706931,87.0
3000.27475046,-266.5
2999.98243162,-334.6
2999.69011277,-263.1
2999.39779392,-146.4
2999.10547507,-657.4
2998.81315622,-577.5
2998.52083738,-491.9
2998.22851853,-324.6
2997.93619968,-393.6
2997.64388083,-194.9
2997.35156198,-475.9
2997.05924314,26.9
2996.76692429,253.4
2996.47460544,-88.3
2996.18228659,-214.0
2995.88996774,37.1
2995.5976489,-18.9
2995.30533005,29.8
2995.0130112,245.3
2994.72069235,95.1
2994.4283735,-103.3
2994.13605466,112.6
2993.84373581,11.9
2993.55141696,-148.9
2993.25909811,-411.4
2992.96677926,71.6
2992.67446042,-28.6
2992.38214157,-356.4
2992.08982272,-66.6
2991.79750387,-2.4
2991.50518502,66.0
2991.21286618,60.5
2990.92054733,49.1
2990.62822848,110.5
2990.33590963,57.8
2990.04359078,-309.3
2989.75127194,-183.4
2989.45895309,-408.3
2989.16663424,-473.1
2988.87431539,-288.4
2988.58199654,-66.9
2988.2896777,70.3
2987.99735885,-24.0
2987.70504,-129.9
2987.41272115,-50.9
2987.1204023,-338.6
2986.82808346,-671.5
2986.53576461,-441.0
2986.24344576,-702.0
2985.95112691,-378.0
2985.65880806,-220.6
2985.36648922,-126.9
2985.07417037,-230.6
2984.78185152,-238.4
2984.48953267,-80.0
2984.19721382,-43.3
2983.90489498,-104.3
2983.61257613,-62.5
2983.32025728,-263.6
2983.02793843,-76.1
2982.73561958,9.3
2982.44330074,-461.5
2982.15098189,-110.4
2981.85866304,-112.4
2981.56634419,-230.0
2981.27402534,46.0
2980.9817065,-98.0
2980.68938765,-128.0
2980.3970688,-424.4
2980.10474995,-505.5
2979.8124311,-266.4
2979.52011226,-506.6
2979.22779341,-479.9
2978.93547456,-636.0
2978.64315571,-641.8
2978.35083686,-459.9
2978.05851802,-176.3
2977.76619917,-207.1
2977.47388032,106.3
2977.18156147,140.3
2976.88924262,-26.9
2976.59692378,-46.0
2976.30460493,300.3
2976.01228608,-107.0
2975.71996723,2.0
2975.42764838,-2.9
2975.13532954,-415.0
2974.84301069,-189.3
2974.55069184,-241.3
2974.25837299,-470.1
2973.96605414,-584.1
2973.6737353,-426.1
2973.38141645,66.5
2973.0890976,61.9
2972.79677875,74.6
2972.5044599,112.4
2972.21214106,53.5
2971.91982221,-65.6
2971.62750336,-117.4
2971.33518451,51.1
2971.04286566,174.6
2970.75054682,-57.8
2970.45822797,80.1
2970.16590912,-268.8
2969.87359027,88.1
2969.58127142,-56.9
2969.28895258,-124.0
2968.99663373,-245.8
2968.70431488,-553.4
2968.41199603,-410.0
2968.11967718,-475.0
2967.82735834,-130.1
2967.53503949,-133.1
2967.24272064,-77.5
2966.95040179,-266.5
2966.65808294,-303.3
2966.3657641,85.4
2966.07344525,12.6
2965.7811264,-106.9
2965.48880755,152.4
2965.1964887,106.0
2964.90416986,-277.8
2964.61185101,-141.6
2964.31953216,-220.8
2964.02721331,-248.0
2963.73489446,-19.5
2963.44257562,-166.9
2963.15025677,-197.8
2962.85793792,-200.9
2962.56561907,-49.1
2962.27330022,-241.9
2961.98098138,-353.1
2961.68866253,-256.0
2961.39634368,-151.4
2961.10402483,-300.1
2960.81170598,-178.3
2960.51938714,102.1
2960.22706829,119.5
2959.93474944,-59.3
2959.64243059,-102.5
2959.35011174,-82.6
2959.0577929,140.9
2958.76547405,74.0
2958.4731552,-194.1
2958.18083635,-18.0
2957.8885175,9.0
2957.59619866,19.5
2957.30387981,-196.4
2957.01156096,13.9
2956.71924211,66.3
2956.42692326,178.1
2956.13460442,85.0
2955.84228557,718.5
2955.54996672,396.1
2955.25764787,89.6
2954.96532902,139.4
2954.67301018,4.0
2954.38069133,-224.8
2954.08837248,-343.6
2953.79605363,206.6
2953.50373478,-33.5
2953.21141594,-203.1
2952.91909709,122.9
2952.62677824,-111.1
2952.33445939,-107.9
2952.04214054,189.3
2951.7498217,59.4
2951.45750285,-178.4
2951.165184,-409.1
2950.87286515,-77.6
2950.5805463,161.8
2950.28822746,16.8
2949.99590861,-232.4
2949.70358976,-621.6
2949.41127091,-683.9
2949.11895206,132.0
2948.82663322,515.6
2948.53431437,453.6
2948.24199552,465.5
2947.94967667,174.8
2947.65735782,-85.1
2947.36503898,263.6
2947.07272013,-53.6
2946.78040128,276.3
2946.48808243,228.3
2946.19576358,-112.3
2945.90344474,-350.4
2945.61112589,-434.6
2945.31880704,-337.4
2945.02648819,-261.9
2944.73416934,-23.6
2944.4418505,366.5
2944.14953165,157.4
2943.8572128,-187.1
2943.56489395,-664.9
2943.2725751,-414.5
2942.98025626,-373.3
2942.68793741,-190.9
2942.39561856,103.5
2942.10329971,66.0
2941.81098086,372.9
2941.51866202,576.1
2941.22634317,257.4
2940.93402432,76.9
2940.64170547,6.0
2940.34938662,83.8
2940.05706778,69.0
2939.76474893,-209.9
2939.47243008,-187.0
2939.18011123,-293.9
2938.88779238,-328.0
2938.59547354,-165.0
2938.30315469,194.3
2938.01083584,105.3
2937.71851699,132.3
2937.42619814,20.1
2937.1338793,406.5
2936.84156045,187.6
2936.5492416,64.5
2936.25692275,113.1
2935.9646039,-14.8
2935.67228506,172.1
2935.37996621,-250.6
2935.08764736,-614.8
2934.79532851,-190.6
2934.50300966,-119.4
2934.21069082,-78.5
2933.91837197,-111.0
2933.62605312,-245.6
2933.33373427,80.5
2933.04141542,213.3
2932.74909658,28.9
2932.45677773,35.8
2932.16445888,-52.1
2931.87214003,68.1
2931.57982118,37.3
2931.28750234,-86.9
2930.99518349,-139.3
2930.70286464,-430.5
2930.41054579,-400.9
2930.11822694,-310.8
2929.8259081,165.0
2929.53358925,-202.4
2929.2412704,-363.0
2928.94895155,-272.4
2928.6566327,-325.4
2928.36431386,-419.1
2928.07199501,-174.3
2927.77967616,66.4
2927.48735731,-98.4
2927.19503846,-79.3
2926.90271962,34.0
2926.61040077,-340.5
2926.31808192,-239.8
2926.02576307,-115.0
2925.73344422,-90.5
2925.44112538,-261.1
2925.14880653,182.5
2924.85648768,44.0
2924.56416883,138.4
2924.27184998,186.1
2923.97953114,57.3
2923.68721229,69.1
2923.39489344,-226.9
2923.10257459,-68.8
2922.81025574,-55.1
2922.5179369,-218.8
2922.22561805,-365.5
2921.9332992,-452.8
2921.64098035,-300.4
2921.3486615,-217.5
2921.05634266,-360.3
2920.76402381,-393.5
2920.47170496,-53.4
2920.17938611,13.0
2919.88706726,-319.1
2919.59474842,-118.0
2919.30242957,-83.8
2919.01011072,-37.5
2918.71779187,-28.0
2918.42547302,-400.5
2918.13315418,-258.1
2917.84083533,130.1
2917.54851648,-114.1
2917.25619763,-480.1
2916.96387878,-269.9
2916.67155994,-227.4
2916.37924109,92.4
2916.08692224,-83.6
2915.79460339,-55.4
2915.50228454,-253.8
2915.2099657,-5.5
2914.91764685,130.0
2914.625328,178.4
2914.33300915,174.9
2914.0406903,13.0
2913.74837146,-266.1
2913.45605261,-271.4
2913.16373376,-264.3
2912.87141491,-156.1
2912.57909606,-65.4
2912.28677722,-394.1
2911.99445837,143.0
2911.70213952,-103.5
2911.40982067,-168.5
2911.11750182,-235.5
2910.82518298,-352.4
2910.53286413,-30.1
2910.24054528,-167.0
2909.94822643,-393.9
2909.65590758,-385.8
2909.36358874,-56.5
2909.07126989,-231.8
2908.77895104,-76.5
2908.48663219,99.9
2908.19431334,78.4
2907.9019945,-338.3
2907.60967565,-163.9
2907.3173568,-138.4
2907.02503795,-385.0
2906.7327191,-349.3
2906.44040026,-314.6
2906.14808141,-161.5
2905.85576256,-288.4
2905.56344371,-206.3
2905.27112486,-19.0
2904.97880602,8.6
2904.68648717,-12.0
2904.39416832,-174.9
2904.10184947,-291.4
2903.80953062,-192.6
2903.51721178,-611.4
2903.22489293,-559.5
2902.93257408,-167.0
2902.64025523,148.1
2902.34793638,83.3
2902.05561754,-6.1
2901.76329869,-176.6
2901.47097984,-487.9
2901.17866099,-715.3
2900.88634214,-290.8
2900.5940233,141.6
2900.30170445,132.8
2900.0093856,105.1
2899.71706675,337.0
2899.4247479,-31.5
2899.13242906,43.8
2898.84011021,-289.1
2898.54779136,-148.1
2898.25547251,-114.9
2897.96315366,70.6
2897.67083482,-436.8
2897.37851597,-353.8
2897.08619712,-352.9
2896.79387827,-404.3
2896.50155942,-242.9
2896.20924058,-307.4
2895.91692173,-260.4
2895.62460288,-559.6
2895.33228403,-603.8
2895.03996518,-609.0
2894.74764634,-374.6
2894.45532749,1.5
2894.16300864,2.6
2893.87068979,-240.6
2893.57837094,-92.9
2893.2860521,-277.6
2892.99373325,35.5
2892.7014144,-264.1
2892.40909555,-233.8
2892.1167767,-310.1
2891.82445786,-11.4
2891.53213901,-71.4
2891.23982016,-180.9
2890.94750131,-294.0
2890.65518246,-501.3
2890.36286362,-113.8
2890.07054477,-164.3
2889.77822592,-229.3
2889.48590707,-212.0
2889.19358822,-287.5
2888.90126938,-231.9
2888.60895053,-241.1
2888.31663168,-296.9
2888.02431283,-328.1
2887.73199398,-189.5
2887.43967514,-526.5
2887.14735629,-567.5
2886.85503744,-361.9
2886.56271859,-38.0
2886.27039974,-147.0
2885.9780809,135.0
2885.68576205,-101.1
2885.3934432,-190.1
2885.10112435,-249.6
2884.8088055,-402.8
2884.51648666,-528.3
2884.22416781,-305.4
2883.93184896,-175.1
2883.63953011,-111.8
2883.34721126,73.1
2883.05489242,303.8
2882.76257357,-91.5
2882.47025472,135.0
2882.17793587,-113.5
2881.88561702,-79.8
2881.59329818,-274.9
2881.30097933,-506.1
2881.00866048,-311.1
2880.71634163,-91.0
2880.42402278,7.5
2880.13170394,-301.3
2879.83938509,-91.0
2879.54706624,-234.6
2879.25474739,-187.3
2878.96242854,-175.9
2878.6701097,25.4
2878.37779085,-17.5
2878.085472,-128.5
2877.79315315,-359.3
2877.5008343,-188.3
2877.20851546,-225.6
2876.91619661,-95.6
2876.62387776,-143.9
2876.33155891,67.9
2876.03924006,123.0
2875.74692122,160.4
2875.45460237,-204.5
2875.16228352,-460.5
2874.86996467,-616.6
2874.57764582,-342.1
2874.28532698,-312.0
2873.99300813,-440.8
2873.70068928,-207.8
2873.40837043,-116.4
2873.11605158,88.8
2872.82373274,110.6
2872.53141389,497.1
2872.23909504,-56.5
2871.94677619,-337.9
2871.65445734,-445.6
2871.3621385,-278.1
2871.06981965,-336.5
2870.7775008,-42.4
2870.48518195,-127.8
2870.1928631,-302.0
2869.90054426,-642.6
2869.60822541,-604.1
2869.31590656,-288.6
2869.02358771,-98.5
2868.73126886,-128.3
2868.43895002,51.9
2868.14663117,-21.4
2867.85431232,-329.5
2867.56199347,-197.9
2867.26967462,-185.1
2866.97735578,16.6
2866.68503693,433.6
2866.39271808,695.1
2866.10039923,12.3
2865.80808038,-778.3
2865.51576154,-300.0
2865.22344269,-280.8
2864.93112384,-45.9
2864.63880499,121.5
2864.34648614,-50.5
2864.0541673,-342.8
2863.76184845,-358.4
2863.4695296,-291.3
2863.17721075,-261.8
2862.8848919,148.4
2862.59257306,83.1
2862.30025421,98.9
2862.00793536,216.0
2861.71561651,-10.6
2861.42329766,-20.9
2861.13097882,-426.3
2860.83865997,-235.4
2860.54634112,-97.1
2860.25402227,-158.8
2859.96170342,-3.4
2859.66938458,-427.8
2859.37706573,-338.6
2859.08474688,-181.3
2858.79242803,-321.3
2858.50010918,-552.8
2858.20779034,-89.5
2857.91547149,-391.1
2857.62315264,-608.8
2857.33083379,-473.1
2857.03851494,-79.6
2856.7461961,209.6
2856.45387725,-41.9
2856.1615584,97.4
2855.86923955,166.6
2855.5769207,-291.8
2855.28460186,-111.5
2854.99228301,1.5
2854.69996416,55.4
2854.40764531,-170.9
2854.11532646,-161.8
2853.82300762,-251.6
2853.53068877,-248.8
2853.23836992,-12.4
2852.94605107,-25.5
2852.65373222,-154.4
2852.36141338,-157.6
2852.06909453,82.3
2851.77677568,99.4
2851.48445683,-138.3
2851.19213798,-415.8
2850.89981914,-309.3
2850.60750029,-194.9
2850.31518144,48.5
2850.02286259,184.6
2849.73054374,2.6
2849.4382249,-14.8
2849.14590605,-160.4
2848.8535872,-258.3
2848.56126835,-102.8
2848.2689495,-285.4
2847.97663066,-205.9
2847.68431181,231.5
2847.39199296,35.0
2847.09967411,9.5
2846.80735526,-315.3
2846.51503642,-438.8
2846.22271757,-412.3
2845.93039872,-408.8
2845.63807987,-325.5
2845.34576102,-368.3
2845.05344218,-278.1
2844.76112333,-258.0
2844.46880448,-396.9
2844.17648563,48.5
2843.88416678,-138.0
2843.59184794,-59.3
2843.29952909,-204.1
2843.00721024,-88.9
2842.71489139,-24.6
2842.42257254,135.1
2842.1302537,340.4
2841.83793485,73.3
2841.545616,-72.3
2841.25329715,-41.0
2840.9609783,8.1
2840.66865946,133.3
2840.37634061,-93.1
2840.08402176,-19.0
2839.79170291,-228.0
2839.49938406,-394.8
2839.20706522,-257.6
2838.91474637,1.5
2838.62242752,-128.9
2838.33010867,54.4
2838.03778982,287.3
2837.74547098,-31.1
2837.45315213,-62.8
2837.16083328,-182.9
2836.86851443,146.8
2836.57619558,-123.5
2836.28387674,-220.9
2835.99155789,-221.6
2835.69923904,-159.6
2835.40692019,-263.4
2835.11460134,-133.3
2834.8222825,374.4
2834.52996365,235.4
2834.2376448,308.8
2833.94532595,111.1
2833.6530071,63.9
2833.36068826,86.9
2833.06836941,-75.8
2832.77605056,-142.6
2832.48373171,-181.6
2832.19141286,-289.5
2831.89909402,47.4
2831.60677517,169.4
2831.31445632,-147.0
2831.02213747,-185.1
2830.72981862,-120.4
2830.43749978,-487.8
2830.14518093,-244.5
2829.85286208,-427.6
2829.56054323,-444.9
2829.26822438,-463.1
2828.97590554,-431.3
2828.68358669,-532.5
2828.39126784,-340.3
2828.09894899,42.4
2827.80663014,-415.8
2827.5143113,-528.6
2827.22199245,-524.9
2826.9296736,-351.4
2826.63735475,-301.0
2826.3450359,-98.4
2826.05271706,29.6
2825.76039821,-0.5
2825.46807936,18.6
2825.17576051,8.4
2824.88344166,51.9
2824.59112282,192.4
2824.29880397,-7.3
2824.00648512,-398.1
2823.71416627,-354.9
2823.42184742,-300.3
2823.12952858,-139.8
2822.83720973,-214.8
2822.54489088,-53.4
2822.25257203,16.3
2821.96025318,-3.3
2821.66793434,-483.6
2821.37561549,-462.1
2821.08329664,-134.5
2820.79097779,277.9
2820.49865894,-128.6
2820.2063401,-328.4
2819.91402125,20.8
2819.6217024,-208.5
2819.32938355,216.5
2819.0370647,330.0
2818.74474586,320.5
2818.45242701,76.3
2818.16010816,-104.0
2817.86778931,-232.6
2817.57547046,116.4
2817.28315162,-13.1
2816.99083277,-286.3
2816.69851392,-492.1
2816.40619507,-646.1
2816.11387622,-286.4
2815.82155738,87.3
2815.52923853,103.8
2815.23691968,-277.1
2814.94460083,62.3
2814.65228198,50.4
2814.35996314,-231.9
2814.06764429,-46.3
2813.77532544,-153.5
2813.48300659,-478.0
2813.19068774,-288.8
2812.8983689,-591.4
2812.60605005,-544.0
2812.3137312,-589.3
2812.02141235,-278.6
2811.7290935,-378.4
2811.43677466,-504.6
2811.14445581,-470.1
2810.85213696,-427.5
2810.55981811,-50.4
2810.26749926,211.0
2809.97518042,283.8
2809.68286157,317.3
2809.39054272,274.4
2809.09822387,-158.5
2808.80590502,-59.0
2808.51358618,-344.5
2808.22126733,-612.4
2807.92894848,-568.8
2807.63662963,-353.0
2807.34431078,-338.3
2807.05199194,-51.6
2806.75967309,-90.0
2806.46735424,-241.3
2806.17503539,-430.6
2805.88271654,-247.9
2805.5903977,-301.0
2805.29807885,-521.4
2805.00576,-223.6
2804.71344115,-247.9
2804.4211223,-114.3
2804.12880346,34.3
2803.83648461,-35.1
2803.54416576,174.0
2803.25184691,-59.5
2802.95952806,-341.3
2802.66720922,-457.9
2802.37489037,-122.9
2802.08257152,-247.6
2801.79025267,-176.4
2801.49793382,-225.8
2801.20561498,84.0
2800.91329613,-219.3
2800.62097728,-171.0
2800.32865843,-2.3
2800.03633958,64.3
2799.74402074,-147.6
2799.45170189,-144.1
2799.15938304,-239.8
2798.86706419,-156.9
2798.57474534,-111.9
2798.2824265,-337.9
2797.99010765,-473.8
2797.6977888,-599.0
2797.40546995,-518.6
2797.1131511,-330.9
2796.82083226,-120.8
2796.52851341,-461.0
2796.23619456,-408.4
2795.94387571,-412.4
2795.65155686,230.1
2795.35923802,-73.0
2795.06691917,-146.5
2794.77460032,297.5
2794.48228147,467.5
2794.18996262,302.0
2793.89764378,187.0
2793.60532493,-226.0
2793.31300608,-302.6
2793.02068723,-325.9
2792.72836838,-149.8
2792.43604954,-84.6
2792.14373069,26.0
2791.85141184,-199.3
2791.55909299,-161.8
2791.26677414,-13.6
2790.9744553,115.8
2790.68213645,-396.1
2790.3898176,-266.4
2790.09749875,98.0
2789.8051799,-3.8
2789.51286106,-183.8
2789.22054221,-104.0
2788.92822336,2.4
2788.63590451,89.0
2788.34358566,-382.3
2788.05126682,-456.4
2787.75894797,-243.4
2787.46662912,-226.1
2787.17431027,67.4
2786.88199142,233.0
2786.58967258,-74.8
2786.29735373,57.0
2786.00503488,-114.8
2785.71271603,-183.5
2785.42039718,-67.4
2785.12807834,4.6
2784.83575949,-23.3
2784.54344064,-129.6
2784.25112179,-225.5
2783.95880294,-68.8
2783.6664841,-305.5
2783.37416525,-319.3
2783.0818464,-308.4
2782.78952755,-281.4
2782.4972087,-141.4
2782.20488986,-176.3
2781.91257101,22.1
2781.62025216,55.4
2781.32793331,53.5
2781.03561446,-39.9
2780.74329562,-533.8
2780.45097677,-364.8
2780.15865792,-362.5
2779.86633907,-254.1
2779.57402022,105.9
2779.28170138,-431.5
2778.98938253,-74.3
2778.69706368,156.0
2778.40474483,372.3
2778.11242598,142.4
2777.82010714,276.1
2777.52778829,176.0
2777.23546944,-137.1
2776.94315059,-35.1
2776.65083174,-190.6
2776.3585129,-38.1
2776.06619405,107.0
2775.7738752,-172.0
2775.48155635,-220.4
2775.1892375,-155.4
2774.89691866,227.4
2774.60459981,240.8
2774.31228096,-18.8
2774.01996211,-252.1
2773.72764326,-185.6
2773.43532442,-71.3
2773.14300557,189.6
2772.85068672,-370.5
2772.55836787,-228.5
2772.26604902,-371.1
2771.97373018,-264.6
2771.68141133,-512.9
2771.38909248,-530.9
2771.09677363,-485.0
2770.80445478,-336.6
2770.51213594,-356.9
2770.21981709,-85.9
2769.92749824,-69.9
2769.63517939,-230.6
2769.34286054,-230.9
2769.0505417,-137.5
2768.75822285,91.1
2768.465904,-119.1
2768.17358515,-85.1
2767.8812663,-251.4
2767.58894746,-201.8
2767.29662861,-179.8
2767.00430976,-303.5
2766.71199091,-151.4
2766.41967206,218.6
2766.12735322,21.3
2765.83503437,-448.5
2765.54271552,-588.1
2765.25039667,-232.4
